id,text,category
1748,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：695843271。,fraud
1749,"[CQ:reply,id=1339906107]不如实名算了",normal
1750,"[CQ:reply,id=1740124280][CQ:at,qq=2069906766] [CQ:at,qq=2069906766] 很好",normal
1751,我当时还报了ecnu软院,normal
1752,"[CQ:reply,id=-385088807][CQ:at,qq=2427692983] [CQ:at,qq=2427692983] 不是",normal
1753,"[CQ:reply,id=1858143097][CQ:at,qq=2698341440] 好滴谢谢宁",normal
1754,就1w左右啊,normal
1755,"大专变985[CQ:face,id=178]",normal
1756,"[CQ:reply,id=1762235595]选修课不影响",normal
1757,"[CQ:reply,id=1276751537][CQ:at,qq=1957739836] 貌似找到了",normal
1758,我抄，neu✌️,normal
1759,？？？,normal
1760,什么？这不是开发区一中的群吗？,normal
1761,应该可以的,normal
1762,华科的机械和ai就贴的很近（听说的）,normal
1763,"[CQ:reply,id=934491984][CQ:at,qq=108763362] [CQ:at,qq=108763362] 你点一下你的志愿状态试一下",normal
1764,互看不上罢了,normal
1765,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：412693857，一起参与公益活动吧,fraud
1766,不会。。审核是学生,normal
1767,体测50来分可以毕业吗,normal
1768,"就像他的父辈一样，传承下去这贫穷的痛苦[CQ:face,id=344]",normal
1769,"[CQ:face,id=277][CQ:face,id=277][CQ:face,id=277]",normal
1770,12000刀乐,normal
1771,本科生本来就发不出来啥好论文,normal
1772,收软国uml资料，包括练习题和往年期末题,normal
1773,"[CQ:reply,id=7737665]大工美女千千万，，",normal
1774,吧,normal
1775,家里可以支持的为啥不出国啊,normal
1776,"小帐篷一搭,甭管是教学楼还是小花园",normal
1777,嗯嗯,normal
1778,A301,normal
1779,吞10086根针,normal
1780,四号啥日子,normal
1781,那个教材是西交出的,normal
1782,出考场才知道这个名,normal
1783,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：416295837，一起奉献爱心。,fraud
1784,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：832715469，获取更多信息。,fraud
1785,勤工俭学机会来啦！日结180元，无需押金，线上兼职。加入我们的QQ群：987654322，和小伙伴们一起赚外快吧！,fraud
1786,还得是联系老师,normal
1787,电院截至目前不看,normal
1788,"[CQ:reply,id=1123377143]基本没有",normal
1789,拍一下试试,normal
1790,劳动2得上,normal
1791,线上教学拷打是吧,normal
1792,好的谢谢?,normal
1793,南开的事情,normal
1794,"[CQ:reply,id=1515437902]公改班的话难度不大（个人感觉）",normal
1795,"[CQ:reply,id=-449903062]因为有人没学",normal
1796,生医?,normal
1797,首先要有展示自己的机会。学校辣鸡人家都不来,normal
1798,小学期社会实践怎么提交,normal
1799,收插排,normal
1800,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：831947526，获取更多信息。,fraud
1801,游乐园好玩吗,normal
1802,浙大信电直博是强还是弱,normal
1803,史纲分组我当时还挺感动的,normal
1804,"[CQ:reply,id=-1864219153][CQ:at,qq=2684774530] [CQ:at,qq=2684774530] 我悟了母单20年",normal
1805,"[CQ:reply,id=-2111008857][CQ:at,qq=2412211399] [CQ:at,qq=2412211399] 多谢[CQ:face,id=294]",normal
1806,最后给分咋样啊,normal
1807,"[CQ:face,id=64]",normal
1808,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：739816452，赶紧加入吧,fraud
1809,当时发了一个表,normal
1810,测不了一点,normal
1811,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：896241357，获取更多信息。,fraud
1812,"[CQ:reply,id=1407540508]他是这么说的",normal
1813,大二都快过完了??,normal
1814,"[CQ:face,id=277]",normal
1815,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：829174563，赶紧加入吧,fraud
1816,学霓虹语真好啊,normal
1817,孙丽超级好,normal
1818,我的启蒙是看文艺复兴作品,normal
1819,"[CQ:reply,id=-1355898998][CQ:at,qq=2684774530] [CQ:at,qq=2684774530] 不主动打电话他们不愿意 觉得“你有钱了就对家里不管不问了” 主动打电话他们还爱搭不理",normal
1820,aiueo,normal
1821,我主要是想平移一下,normal
1822,"[CQ:reply,id=960375861]智齿",normal
1823,我记得夏令营是大三暑假，出国申请是大四上。夏令营梦校如果感觉不是特别稳的话，能不能再考虑润。我现在是按出国准备的，但是感觉和保研也不太冲突,normal
1824,真卷啊你们,normal
1825,麻了,normal
1826,应该是推荐信电子版+推荐信密封好签字的照片,normal
1827,去年要求凌晨完成拟录取,normal
1828,杭州生活成本比上海低些,normal
1829,之前我高中的时候就挺能跟班里女生搭上话的,normal
1830,"[CQ:reply,id=554434068][CQ:at,qq=1657738928] [CQ:at,qq=1657738928] 不会画画",normal
1831,感觉可以问问日语老师2,normal
1832,"[CQ:face,id=32][CQ:face,id=311]",normal
1833,"大一不想去工训[CQ:face,id=173]",normal
1834,"[CQ:reply,id=-861594741]就算有，估计也不会给",normal
1835,"[CQ:face,id=13]",normal
1836,我当时听的苏淳老师的讲座,normal
1837,去了,normal
1838,出软国22年面向对象uml，自然语言处理nlp期末真题,normal
1839,为什么这学期成绩我都看不了了,normal
1840,想问软国大三小学期选课是怎么搞啊,normal
1841,科大怎么可能找不到工作。。,normal
1842,快进到大超可乐涨价,normal
1843,收社会主义发展史资料,normal
1844,给笑脸给多了,normal
1845,生俩晚上不得吵死,normal
1846,常见的文体积分校一等7二等5三等3优秀2，第一到第六名765432；学院冠亚季432，一二三等432,normal
1847,没有就不用,normal
1848,"[CQ:reply,id=-1036605453]在哪啊请问",normal
1849,我上学期间没学坏纯纯的自制力强,normal
1850,有,normal
1851,我感觉我是没办法和朋友突然转变成恋人,normal
1852,100元一次,normal
1853,能吃吗,normal
1854,"[CQ:reply,id=-1075437477][CQ:at,qq=927738956] [CQ:at,qq=927738956] 选调去哪呀",normal
1855,"理想的生活状态[CQ:face,id=76]",normal
1856,或者直接找他,normal
1857,"[CQ:reply,id=183538568][CQ:at,qq=2321047703] 是这样的",normal
1858,不能接受好兄弟抱我,normal
1859,背,normal
1860,就没必要,normal
1861,大工外保,normal
1862,是,normal
1863,推荐返红包?,normal
1864,是看水平,normal
1865,可以,normal
1866,转专业不换吧,normal
1867,"社会学有考试吗[CQ:face,id=277]",normal
1868,如果只靠你讲就废了,normal
1869,笑死了,normal
1870,"不过无所谓，我找不到[CQ:face,id=182]",normal
1871,这个真有人挂,normal
1872,是的,normal
1873,坐在寝室完成了体测,normal
1874,也可能直接不签到,normal
1875,"[CQ:face,id=325][CQ:face,id=325][CQ:face,id=325][CQ:face,id=325][CQ:face,id=325]",normal
1876,"[CQ:reply,id=208583636]我也是，救命",normal
1877,"反正都没考到[CQ:face,id=344]对我来说没用",normal
1878,今年刚加的,normal
1879,就不需要查了？,normal
1880,我越导越想要,normal
1881,"[CQ:face,id=277]",normal
1882,"[CQ:face,id=265]",normal
1883,肯定来得及,normal
1884,还是关注一下被“虐待”的丫丫吧,normal
1885,现在春令营还是信息,normal
1886,在不去测的情况下,normal
1887,？,normal
1888,招募10位勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。欢迎加入QQ群：639721845，一起赚钱,fraud
1889,我啥都没有,normal
1890,"[CQ:face,id=347]",normal
1891,我这学期肯定比比上学期低,normal
1892,这不道德,normal
1893,大一奖学金看大英三四的成绩吗,normal
1894,了不起大人,normal
1895,https://mysupervisor.org/,normal
1896,嘉年华干啥的,normal
1897,非数还行，数出问题了,normal
1898,有人知道电创实训课的成绩算电信分流吗？,normal
1899,我们这儿光电一堆去清北的,normal
1900,记住，我是盒子他爸爸,normal
1901,"[CQ:reply,id=-177546609]为啥啊?️",normal
1902,但我没学过高频啊哈哈哈或,normal
1903,"[CQ:face,id=344][CQ:face,id=344]",normal
1904,"确实，因为oq了[CQ:face,id=277]",normal
1905,这个iceman是干啥的啊,normal
1906,张佼说她随堂测不算分,normal
1907,解压后，123改成doc,normal
1908,可以,normal
1909,"[CQ:reply,id=-716969286]退课再选",normal
1910,长得帅真的不如嘴巴会说,normal
1911,我感觉至少不会反感,normal
1912,400米的人,normal
1913,"[CQ:face,id=187]",normal
1914,"[CQ:face,id=226][CQ:face,id=226][CQ:face,id=226]",normal
1915,勤工俭学，日结180元，无需押金，兼职时间灵活。加入我们的QQ群：495278631，和志同道合的朋友一起工作,fraud
1916,不影响毕业就不去了,normal
1917,"那估计是小专业了[CQ:face,id=277]",normal
1918,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：742859136，详聊,fraud
1919,真不想在本校,normal
1920,哥们你黑客啊,normal
1921,第一轮网申发报名号，第二轮飞书任务走过场，第三轮继续材料筛,normal
1922,我有大会员,normal
1923,把科软分数线卷到400,normal
1924,咱们有社会实践的群吗？,normal
1925,同问,normal
1926,我带闺蜜去过,normal
1927,"[CQ:reply,id=1658613698][CQ:at,qq=2269261604] [CQ:at,qq=2269261604] 扎个辫子直接女装",normal
1928,故意来这找骂的吧,normal
1929,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：427963518，一起参与公益活动吧,fraud
1930,我们学院,normal
1931,收数据库系统概念（薄的,normal
1932,是怎么收服务费的,normal
1933,考研人必须活动身体，不然免疫力和腰颈椎都受不了,normal
1934,就是 社交恐怖分子,normal
1935,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：579138624。,fraud
1936,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：697318524。,fraud
1937,"[CQ:reply,id=-1674174872]对",normal
1938,"[CQ:reply,id=-438593618]要我说就是犯贱",normal
1939,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：718349625，详聊,fraud
1940,我感觉我的学长学姐都是大四下就去研究生学校,normal
1941,"[CQ:reply,id=-1544719828][CQ:at,qq=2097517935] 为啥你大三的有啊",normal
1942,师兄们都在跑路,normal
1943,群里985都不止50个,normal
1944,我反正嗯混三年 有人收留我就行,normal
1945,我联系的华科老师要么说没名额了,normal
1946,啊？,normal
1947,没怕死,normal
1948,尤其是信通那几个题，百度搜代码都能搜出来,normal
1949,没有那种坏的纯粹的,normal
1950,你要是大一下确实累,normal
1951,都大三了，不会小学期还签到吧,normal
1952,创业管理给30意愿值算多还是算少啊,normal
1953,哥们你太懂了,normal
1954,牛逼,normal
1955,真下头啊,normal
1956,然后体育学院没人负责,normal
1957,p？,normal
1958,大创一般什么时候开始准备合适,normal
1959,所以没录,normal
1960,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：513297648，一起参与公益活动吧,fraud
1961,没人工费,normal
1962,"[CQ:face,id=3]",normal
1963,性格合，不一定他多会说话吧,normal
1964,确实,normal
1965,是啊,normal
1966,报了双学位不去上课,normal
1967,"[CQ:reply,id=59977484][CQ:at,qq=1445548086] [CQ:at,qq=1445548086] 自动化",normal
1968,☝,normal
1969,前面人多的时候旁边就有个人说你这个身高什么都看不到吧,normal
1970,你去真实他,normal
1971,谁不一样,normal
1972,我去点错了,normal
1973,软国我知道有竞赛✌?️都没90,normal
1974,不是,normal
1975,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：721836495，赶紧加入吧,fraud
1976,嘉年华有啥好玩的,normal
1977,勤工俭学机会来了，工资日结200元，无需出校门，线上兼职。加入QQ群：648217935，与小伙伴们一起赚钱,fraud
1978,多数辅修都坚持不下来,normal
1979,我没问助教,normal
1980,离谱,normal
1981,小车咋搞,normal
1982,勤工俭学机会来啦，日结180元，无需押金，线上兼职。加入我们的QQ群：459731826，和小伙伴们一起赚外快吧,fraud
1983,我以前是邮局邮寄,normal
1984,今年西交不面试也不发优营,normal
1985,我只能说，知网杂鱼杂鱼～,normal
1986,"[CQ:reply,id=-1817872015][CQ:at,qq=3063401331] 其实你说的多了就会在平常生活里下意识的这么做了",normal
1987,那这次测长跑吗?,normal
1988,1.人很好看 2.裸,normal
1989,"[CQ:reply,id=-72193131]捞捞",normal
1990,我是在这个群里知道什么是大唐杯的,normal
1991,gap还是可以的,normal
1992,有啥好破防的,normal
1993,好好好,normal
1994,你能比黑人还黑吗,normal
1995,加油,normal
1996,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：618294537，详聊,fraud
1997,空天院是啥,normal
1998,经调查显示当代年轻人都没有QQ号,normal
1999,直接润了,normal
2000,什么学校,normal
2001,你拿小圆桌是他妈复习吗？,normal
2002,出尤克里里，30R,normal
2003,你能不能一次把话说完,normal
2004,好东西，峰哥辛苦了,normal
2005,大家晚安,normal
2006,你接着说啊,normal
2007,期末？阶段？,normal
2008,笑了都是为了脸面,normal
2009,"[CQ:face,id=343,type=sticker]",normal
2010,"[CQ:reply,id=-792030679][CQ:at,qq=2578125359] [CQ:at,qq=2578125359] 逆大天",normal
2011,感情还不错,normal
2012,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：315247869，一起奉献爱心。,fraud
2013,"新的贩卖机真的上零食了[CQ:face,id=337]",normal
2014,在哪有,normal
2015,及格了也拿不到奖学金，跟我有什么关系,normal
2016,招的也多,normal
2017,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：829317546，获取更多信息。,fraud
2018,国外大学毕业,normal
2019,"怕没实习，秋招找不着保底工作[CQ:face,id=107]",normal
2020,同学们好，这是我们学校勤工俭学协会服务中心的QQ群，想做兼职的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：615849327。,fraud
2021,"我导估计也说不上话[CQ:face,id=344]",normal
2022,排球也没有啊,normal
2023,老师不想给你发,normal
2024,机械领导们真是不干人事,normal
2025,"[CQ:reply,id=-1387499250]非常赞同的",normal
2026,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息。群号：679185243。,fraud
2027,"[CQ:reply,id=1035253487][CQ:at,qq=927738956] 6.11吗[CQ:at,qq=927738956]",normal
2028,看公告,normal
2029,科大是不是在本部那种学院,normal
2030,"[CQ:reply,id=1809641211]thu",normal
2031,久坐别的不知道,normal
2032,你沟通了个鸡巴呢?,normal
2033,绿军要完了,normal
2034,加油,normal
2035,"[CQ:face,id=347]",normal
2036,"大工那个不确定,也可能是差不多学校的",normal
2037,谁下课了不想坐一会,normal
2038,打不够7不会真给挂了吧,normal
2039,"[CQ:reply,id=-179278457][CQ:at,qq=930942088] [CQ:at,qq=930942088] 这种事核心根本不是谁有问题（（",normal
2040,哦哦,normal
2041,"反正我们期末考过了总分就过了，躺了[CQ:face,id=229]",normal
2042,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：691743528，快来了解一下,fraud
2043,基本上交,normal
2044,呆不了一点,normal
2045,主要是我平时都是坚持跑步,normal
2046,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：526439178。,fraud
2047,只能说绿军今年伪强队了,normal
2048,一生一芯这个项目有了解的吗,normal
2049,光电器件，光纤,normal
2050,"[CQ:face,id=182]不知道呢",normal
2051,北理什么情况，有夏令营吗？,normal
2052,有一说一，回老家七千真还行,normal
2053,"[CQ:at,qq=274206710] 你个老东西怎么这么闲到处水群",normal
2054,要经过琢磨,normal
2055,然后上岸率低了,normal
2056,就是体育满分100，体测占10分好像是,normal
2057,考的都是原题,normal
2058,"[CQ:reply,id=-2076463905]所以",normal
2059,不及格就取消你资格呗,normal
